species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,source
Chinstrap,Dream,42.99703598022461,16.475772857666016,187.49195861816406,3464.44873046875,MALE,fake
Adelie,Torgersen,35.2103157043457,16.791706085205078,177.0710906982422,3258.758544921875,MALE,fake
Gentoo,Biscoe,42.461360931396484,14.75167465209961,204.15606689453125,4305.84326171875,MALE,fake
Gentoo,Biscoe,40.298336029052734,14.136545181274414,196.482666015625,3838.681884765625,FEMALE,fake
Gentoo,Biscoe,38.73130416870117,13.302129745483398,193.54232788085938,3496.03955078125,FEMALE,fake
Gentoo,Biscoe,37.685428619384766,13.554672241210938,194.0819091796875,3944.55615234375,FEMALE,fake
Adelie,Torgersen,37.30327606201172,15.961992263793945,182.9019317626953,3740.29541015625,MALE,fake
Adelie,Torgersen,32.58152770996094,16.46324348449707,183.1248321533203,3310.484619140625,FEMALE,fake
Chinstrap,Dream,38.736454010009766,15.578460693359375,181.6342315673828,3287.4453125,FEMALE,fake
Gentoo,Biscoe,41.02886962890625,14.665020942687988,199.8433837890625,4146.7275390625,MALE,fake
Chinstrap,Dream,40.420928955078125,16.229515075683594,186.48513793945312,3414.349853515625,FEMALE,fake
Adelie,Dream,35.50495529174805,16.529159545898438,177.0657196044922,3379.250732421875,MALE,fake
Adelie,Dream,36.546875,15.866536140441895,185.22987365722656,3604.783447265625,MALE,fake
Gentoo,Biscoe,40.498130798339844,13.86357593536377,198.1497039794922,4121.64990234375,MALE,fake
Gentoo,Biscoe,41.66244125366211,14.264680862426758,196.2489776611328,4432.55078125,MALE,fake
Adelie,Torgersen,34.502803802490234,15.771261215209961,183.87069702148438,3127.767822265625,FEMALE,fake
Gentoo,Biscoe,41.14284896850586,13.963484764099121,197.78575134277344,4041.35546875,MALE,fake
Gentoo,Biscoe,39.650230407714844,14.404851913452148,197.0084686279297,4075.900634765625,MALE,fake
Chinstrap,Dream,42.5311164855957,16.369518280029297,185.05966186523438,3430.19677734375,MALE,fake
Adelie,Biscoe,35.73719024658203,16.039379119873047,174.8228302001953,3308.21533203125,MALE,fake
Chinstrap,Dream,43.86500930786133,16.973970413208008,190.81814575195312,3563.372802734375,MALE,fake
Gentoo,Biscoe,38.18098068237305,13.395469665527344,193.65704345703125,3510.339599609375,FEMALE,fake
Adelie,Dream,34.74768829345703,15.283172607421875,178.9927520751953,2971.744140625,FEMALE,fake
Adelie,Torgersen,32.099998474121094,16.40538215637207,182.164794921875,3288.790771484375,FEMALE,fake
Adelie,Dream,35.63808059692383,16.028261184692383,181.38589477539062,3649.7080078125,MALE,fake
Adelie,Torgersen,35.62258529663086,16.24291229248047,183.48855590820312,3004.0654296875,FEMALE,fake
Adelie,Torgersen,37.10449981689453,17.824316024780273,186.16278076171875,3691.621337890625,MALE,fake
Chinstrap,Dream,39.12485885620117,15.521065711975098,179.72952270507812,3052.607177734375,FEMALE,fake
Chinstrap,Dream,40.20406723022461,15.769071578979492,181.75125122070312,3285.314208984375,FEMALE,fake
Gentoo,Biscoe,37.66627883911133,13.840785026550293,195.1498565673828,3815.570556640625,FEMALE,fake
Gentoo,Biscoe,39.553497314453125,14.486429214477539,198.3706512451172,3988.5546875,MALE,fake
Adelie,Dream,35.778839111328125,16.300500869750977,179.19911193847656,3896.281005859375,MALE,fake
Gentoo,Biscoe,36.981807708740234,14.075780868530273,193.70326232910156,3802.65234375,FEMALE,fake
Chinstrap,Dream,39.53126907348633,15.549434661865234,181.3988800048828,3331.759765625,FEMALE,fake
Adelie,Biscoe,37.39948272705078,16.009628295898438,182.8824920654297,3514.606201171875,MALE,fake
Adelie,Torgersen,37.065521240234375,15.511029243469238,174.4358367919922,3118.269775390625,FEMALE,fake
Gentoo,Biscoe,41.53062438964844,14.570898056030273,202.43141174316406,4298.3505859375,MALE,fake
Gentoo,Biscoe,38.7524299621582,13.658197402954102,194.2728729248047,3908.575927734375,FEMALE,fake
Adelie,Dream,33.901145935058594,16.271190643310547,182.63116455078125,2977.59716796875,FEMALE,fake
Adelie,Dream,35.181488037109375,16.125282287597656,178.49502563476562,3108.71337890625,FEMALE,fake
Adelie,Biscoe,35.837799072265625,16.617734909057617,181.51942443847656,3387.125732421875,MALE,fake
Gentoo,Biscoe,41.176536560058594,14.187238693237305,199.53770446777344,3973.048583984375,MALE,fake
Adelie,Dream,34.34455108642578,16.05315399169922,182.30380249023438,3028.390869140625,FEMALE,fake
Gentoo,Biscoe,37.81663131713867,13.41956901550293,194.03147888183594,3532.782470703125,FEMALE,fake
Chinstrap,Dream,42.84429168701172,16.39906883239746,185.54852294921875,3429.87744140625,MALE,fake
Adelie,Biscoe,32.56049346923828,16.528114318847656,181.4365692138672,3204.242431640625,FEMALE,fake
Gentoo,Biscoe,39.5734748840332,15.259333610534668,200.3388671875,4118.22216796875,MALE,fake
Adelie,Biscoe,35.28793716430664,16.035429000854492,175.63641357421875,3264.62548828125,MALE,fake
Gentoo,Biscoe,38.92888641357422,13.565173149108887,194.21356201171875,3942.50048828125,FEMALE,fake
Adelie,Biscoe,34.83695602416992,16.37934684753418,182.96755981445312,3184.50732421875,FEMALE,fake
Gentoo,Biscoe,40.36949157714844,13.969940185546875,197.3903350830078,4036.101318359375,MALE,fake
Chinstrap,Dream,42.2664680480957,17.253992080688477,193.39060974121094,3814.617431640625,MALE,fake
Adelie,Dream,35.01388168334961,15.560752868652344,179.35145568847656,3106.82080078125,FEMALE,fake
Adelie,Torgersen,37.66288757324219,16.685142517089844,181.20779418945312,3165.071044921875,MALE,fake
Adelie,Dream,37.836753845214844,17.829416275024414,180.48812866210938,3400.87109375,MALE,fake
Adelie,Torgersen,34.6489143371582,16.76173973083496,184.21807861328125,3528.0634765625,MALE,fake
Gentoo,Biscoe,39.89353942871094,14.44641399383545,196.96087646484375,4239.3232421875,MALE,fake
Gentoo,Biscoe,38.874053955078125,13.595317840576172,193.90345764160156,3719.273681640625,FEMALE,fake
Chinstrap,Dream,42.522125244140625,16.49961280822754,191.72274780273438,3584.554931640625,MALE,fake
Gentoo,Biscoe,38.32834243774414,13.41688346862793,193.34420776367188,3505.21337890625,FEMALE,fake
Gentoo,Biscoe,39.718994140625,14.119673728942871,198.8093719482422,4080.79345703125,MALE,fake
Gentoo,Biscoe,38.710655212402344,13.733464241027832,193.7533721923828,3635.551025390625,FEMALE,fake
Adelie,Torgersen,38.09666442871094,16.279155731201172,187.9201202392578,3434.13134765625,MALE,fake
Adelie,Biscoe,36.17424392700195,16.510379791259766,180.34190368652344,3207.436767578125,MALE,fake
