species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,source
Chinstrap,Biscoe,43.08350372314453,17.13090705871582,198.52371215820312,4066.39453125,FEMALE,fake
Adelie,Biscoe,43.019691467285156,17.12773323059082,198.42994689941406,4059.6328125,FEMALE,fake
Gentoo,Biscoe,43.056270599365234,17.119308471679688,198.5706329345703,4069.468994140625,FEMALE,fake
Adelie,Dream,43.02686309814453,17.13768768310547,198.40579223632812,4059.006103515625,FEMALE,fake
Gentoo,Biscoe,43.068721771240234,17.134313583374023,198.52586364746094,4067.56787109375,FEMALE,fake
Gentoo,Torgersen,43.042213439941406,17.119592666625977,198.53916931152344,4066.88671875,FEMALE,fake
Chinstrap,Torgersen,43.046485900878906,17.13707733154297,198.4635009765625,4062.82568359375,FEMALE,fake
Chinstrap,Torgersen,43.04753875732422,17.15098762512207,198.35850524902344,4055.921142578125,FEMALE,fake
Adelie,Torgersen,43.03156280517578,17.12908935546875,198.4893341064453,4064.587890625,FEMALE,fake
Gentoo,Torgersen,43.069297790527344,17.125478744506836,198.50950622558594,4064.6513671875,FEMALE,fake
Gentoo,Dream,43.057861328125,17.147743225097656,198.4266815185547,4061.220703125,FEMALE,fake
Adelie,Biscoe,43.00244140625,17.125757217407227,198.50552368164062,4066.58935546875,FEMALE,fake
Chinstrap,Biscoe,43.111549377441406,17.120498657226562,198.5661163330078,4068.0244140625,FEMALE,fake
Gentoo,Dream,43.08856201171875,17.131614685058594,198.4989776611328,4064.25830078125,FEMALE,fake
Adelie,Dream,43.049095153808594,17.14461898803711,198.4434051513672,4062.5068359375,FEMALE,fake
Chinstrap,Biscoe,43.090797424316406,17.136335372924805,198.468505859375,4062.14208984375,FEMALE,fake
Chinstrap,Dream,43.06747055053711,17.148818969726562,198.4246826171875,4061.23095703125,FEMALE,fake
Adelie,Dream,43.04753875732422,17.155195236206055,198.4238739013672,4062.64892578125,FEMALE,fake
Chinstrap,Torgersen,43.10551071166992,17.13228988647461,198.57162475585938,4069.9482421875,FEMALE,fake
Chinstrap,Torgersen,43.032169342041016,17.13062858581543,198.4555206298828,4061.57763671875,FEMALE,fake
Chinstrap,Dream,43.05609130859375,17.154266357421875,198.41085815429688,4060.8974609375,FEMALE,fake
Chinstrap,Dream,43.06206512451172,17.131196975708008,198.44461059570312,4060.11083984375,FEMALE,fake
Chinstrap,Biscoe,43.04236602783203,17.142799377441406,198.4404754638672,4062.1171875,FEMALE,fake
Gentoo,Biscoe,43.07270812988281,17.121597290039062,198.57290649414062,4069.9658203125,FEMALE,fake
Chinstrap,Torgersen,43.06821060180664,17.13363265991211,198.50466918945312,4065.427734375,FEMALE,fake
Gentoo,Dream,43.090301513671875,17.12075424194336,198.50303649902344,4062.73388671875,FEMALE,fake
Adelie,Biscoe,43.052608489990234,17.12345314025879,198.5380401611328,4067.62109375,FEMALE,fake
Chinstrap,Torgersen,43.05622863769531,17.136837005615234,198.44357299804688,4060.967529296875,FEMALE,fake
Chinstrap,Torgersen,43.05625915527344,17.146482467651367,198.470703125,4064.79638671875,FEMALE,fake
Adelie,Dream,43.06040573120117,17.125503540039062,198.4794158935547,4062.348388671875,FEMALE,fake
Chinstrap,Biscoe,43.07242202758789,17.132030487060547,198.52476501464844,4067.1103515625,FEMALE,fake
Gentoo,Biscoe,43.05181884765625,17.12369155883789,198.5087890625,4065.17578125,FEMALE,fake
Chinstrap,Biscoe,43.09574890136719,17.115142822265625,198.5559539794922,4066.601806640625,FEMALE,fake
Adelie,Biscoe,43.01308822631836,17.147747039794922,198.38414001464844,4058.967041015625,FEMALE,fake
Gentoo,Biscoe,43.084922790527344,17.107250213623047,198.6151580810547,4070.886474609375,FEMALE,fake
Chinstrap,Dream,43.10322570800781,17.130313873291016,198.55123901367188,4068.065673828125,FEMALE,fake
Gentoo,Dream,43.073612213134766,17.13634490966797,198.48875427246094,4064.637451171875,FEMALE,fake
Gentoo,Biscoe,43.05696487426758,17.12421226501465,198.5192108154297,4065.815185546875,FEMALE,fake
Adelie,Torgersen,42.98548126220703,17.141468048095703,198.422607421875,4062.091796875,FEMALE,fake
Gentoo,Biscoe,43.065452575683594,17.125810623168945,198.5002899169922,4064.251708984375,FEMALE,fake
Adelie,Biscoe,43.06863021850586,17.100961685180664,198.61056518554688,4070.078369140625,FEMALE,fake
Gentoo,Torgersen,43.028926849365234,17.115812301635742,198.53329467773438,4066.15673828125,FEMALE,fake
Gentoo,Torgersen,43.05030059814453,17.133241653442383,198.48362731933594,4064.24609375,FEMALE,fake
Gentoo,Biscoe,43.07550811767578,17.115299224853516,198.58045959472656,4069.517578125,FEMALE,fake
Adelie,Biscoe,43.0459098815918,17.10996437072754,198.63064575195312,4073.552734375,FEMALE,fake
Adelie,Dream,43.053611755371094,17.139617919921875,198.42276000976562,4059.999755859375,FEMALE,fake
Adelie,Torgersen,43.02996063232422,17.135299682617188,198.46267700195312,4063.171142578125,FEMALE,fake
Chinstrap,Torgersen,43.07499313354492,17.124000549316406,198.53382873535156,4066.365234375,FEMALE,fake
Adelie,Biscoe,43.04590606689453,17.139739990234375,198.47755432128906,4065.173095703125,FEMALE,fake
Gentoo,Biscoe,43.06222152709961,17.131364822387695,198.53062438964844,4067.625244140625,FEMALE,fake
Gentoo,Biscoe,43.07693862915039,17.111082077026367,198.58685302734375,4068.982421875,FEMALE,fake
Gentoo,Dream,43.05914306640625,17.13483428955078,198.47039794921875,4063.196533203125,FEMALE,fake
Chinstrap,Torgersen,43.08051300048828,17.121200561523438,198.5496826171875,4067.07177734375,FEMALE,fake
Chinstrap,Dream,43.0634651184082,17.140613555908203,198.49102783203125,4065.641357421875,FEMALE,fake
Adelie,Torgersen,43.04399490356445,17.136247634887695,198.4636993408203,4063.075927734375,FEMALE,fake
Gentoo,Torgersen,43.079566955566406,17.10813331604004,198.6188507080078,4071.2646484375,FEMALE,fake
Gentoo,Dream,43.091285705566406,17.115903854370117,198.58106994628906,4069.206787109375,FEMALE,fake
Adelie,Biscoe,43.06387710571289,17.121349334716797,198.54034423828125,4067.00732421875,FEMALE,fake
Gentoo,Biscoe,43.10739517211914,17.105552673339844,198.65284729003906,4072.93603515625,FEMALE,fake
Gentoo,Dream,43.086944580078125,17.1382999420166,198.4830780029297,4063.98828125,FEMALE,fake
Gentoo,Biscoe,43.054969787597656,17.116382598876953,198.56121826171875,4068.211669921875,FEMALE,fake
Gentoo,Torgersen,43.03435516357422,17.121517181396484,198.55459594726562,4069.11669921875,FEMALE,fake
Chinstrap,Biscoe,43.109405517578125,17.118820190429688,198.5780029296875,4068.48583984375,FEMALE,fake
Adelie,Dream,43.0595588684082,17.1368350982666,198.50253295898438,4066.229248046875,FEMALE,fake
Adelie,Dream,43.05879211425781,17.13556671142578,198.49168395996094,4065.1220703125,FEMALE,fake
Gentoo,Biscoe,43.083961486816406,17.09652328491211,198.65940856933594,4072.82373046875,FEMALE,fake
Chinstrap,Biscoe,43.09326171875,17.145713806152344,198.47181701660156,4064.046142578125,FEMALE,fake
