species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,source
Gentoo,Biscoe,41.762779235839844,14.699963569641113,200.5599822998047,4241.7373046875,MALE,fake
Gentoo,Biscoe,40.05329895019531,13.801291465759277,195.6673583984375,3830.142578125,FEMALE,fake
Adelie,Dream,36.214962005615234,16.17616081237793,183.381103515625,3429.457763671875,MALE,fake
Adelie,Torgersen,35.891273498535156,15.433937072753906,180.62269592285156,3174.053955078125,FEMALE,fake
Adelie,Torgersen,37.763004302978516,16.397504806518555,184.3593292236328,3536.957275390625,MALE,fake
Adelie,Torgersen,35.90224075317383,15.432002067565918,180.59738159179688,3174.7490234375,FEMALE,fake
Gentoo,Biscoe,40.032039642333984,13.788320541381836,195.5054168701172,3821.17626953125,FEMALE,fake
Adelie,Dream,34.591339111328125,15.726720809936523,181.13182067871094,3075.783447265625,FEMALE,fake
Adelie,Torgersen,37.74885940551758,16.379257202148438,184.26858520507812,3534.373291015625,MALE,fake
Adelie,Torgersen,35.91096115112305,15.432183265686035,180.57513427734375,3174.355712890625,FEMALE,fake
Gentoo,Biscoe,41.77751541137695,14.70539665222168,200.53639221191406,4239.60546875,MALE,fake
Adelie,Biscoe,37.203392028808594,16.360431671142578,183.3008270263672,3551.947509765625,MALE,fake
Adelie,Torgersen,35.94770431518555,15.438325881958008,180.65371704101562,3180.63427734375,FEMALE,fake
Adelie,Dream,34.586944580078125,15.735095977783203,181.1529998779297,3076.28759765625,FEMALE,fake
Gentoo,Biscoe,41.74404525756836,14.701416015625,200.52481079101562,4240.12841796875,MALE,fake
Chinstrap,Dream,40.60704803466797,15.82718276977539,182.15548706054688,3168.975341796875,FEMALE,fake
Adelie,Dream,36.38473129272461,16.230396270751953,183.57162475585938,3458.8388671875,MALE,fake
Chinstrap,Dream,40.62956237792969,15.825743675231934,182.1503143310547,3169.135498046875,FEMALE,fake
Gentoo,Biscoe,40.035884857177734,13.79311466217041,195.5162353515625,3822.33544921875,FEMALE,fake
Gentoo,Biscoe,41.75681686401367,14.704036712646484,200.53237915039062,4240.134765625,MALE,fake
Adelie,Dream,36.412872314453125,16.235881805419922,183.59320068359375,3462.599365234375,MALE,fake
Gentoo,Biscoe,41.752113342285156,14.698286056518555,200.47845458984375,4237.79296875,MALE,fake
Gentoo,Biscoe,41.74596405029297,14.707621574401855,200.53004455566406,4239.94482421875,MALE,fake
Chinstrap,Dream,40.59855651855469,15.828978538513184,182.16146850585938,3167.719482421875,FEMALE,fake
Chinstrap,Dream,40.59737777709961,15.82579231262207,182.14291381835938,3167.7724609375,FEMALE,fake
Adelie,Dream,36.51921463012695,16.234325408935547,183.63296508789062,3472.38232421875,MALE,fake
Adelie,Dream,36.310272216796875,16.21128273010254,183.5154571533203,3446.739013671875,MALE,fake
Gentoo,Biscoe,40.04449462890625,13.787300109863281,195.46237182617188,3817.849365234375,FEMALE,fake
Adelie,Dream,34.600563049316406,15.729780197143555,181.10427856445312,3074.817138671875,FEMALE,fake
Adelie,Torgersen,35.91115951538086,15.431151390075684,180.6160888671875,3175.978759765625,FEMALE,fake
Adelie,Torgersen,37.741676330566406,16.395790100097656,184.31996154785156,3535.916748046875,MALE,fake
Adelie,Dream,34.595497131347656,15.696425437927246,181.12022399902344,3087.92919921875,FEMALE,fake
Adelie,Dream,36.384979248046875,16.221263885498047,183.5597686767578,3457.758544921875,MALE,fake
Gentoo,Biscoe,40.03361511230469,13.789375305175781,195.47161865234375,3818.04248046875,FEMALE,fake
Gentoo,Biscoe,40.04296112060547,13.790017127990723,195.5016326904297,3819.326904296875,FEMALE,fake
Gentoo,Biscoe,41.75559997558594,14.698925018310547,200.509521484375,4238.70458984375,MALE,fake
Adelie,Torgersen,37.57527542114258,16.27614402770996,183.90635681152344,3503.048583984375,MALE,fake
Adelie,Dream,35.359596252441406,15.895139694213867,182.19085693359375,3262.974609375,FEMALE,fake
Gentoo,Biscoe,40.03895568847656,13.790783882141113,195.48727416992188,3819.6025390625,FEMALE,fake
Adelie,Torgersen,35.8936767578125,15.425445556640625,180.5802764892578,3169.587158203125,FEMALE,fake
Gentoo,Biscoe,40.041839599609375,13.789173126220703,195.5150604248047,3819.275634765625,FEMALE,fake
Gentoo,Biscoe,40.050785064697266,13.789246559143066,195.48167419433594,3820.415771484375,FEMALE,fake
Adelie,Biscoe,37.20384979248047,16.369478225708008,183.23095703125,3552.903076171875,MALE,fake
Gentoo,Biscoe,40.046363830566406,13.790946960449219,195.4912109375,3820.0205078125,FEMALE,fake
Adelie,Biscoe,35.02042770385742,15.682002067565918,182.4669189453125,3198.72705078125,FEMALE,fake
Gentoo,Biscoe,41.75906753540039,14.701977729797363,200.54913330078125,4241.81396484375,MALE,fake
Adelie,Biscoe,35.00587463378906,15.681575775146484,182.4422149658203,3195.680419921875,FEMALE,fake
Adelie,Dream,36.36311340332031,16.215749740600586,183.5671844482422,3455.389892578125,MALE,fake
Chinstrap,Dream,43.19490051269531,16.679590225219727,186.51026916503906,3376.86279296875,MALE,fake
Adelie,Torgersen,35.91020202636719,15.433284759521484,180.6291961669922,3176.2109375,FEMALE,fake
Adelie,Biscoe,34.99399948120117,15.685319900512695,182.4146728515625,3192.916259765625,FEMALE,fake
Chinstrap,Dream,40.59297561645508,15.822871208190918,182.11842346191406,3166.572265625,FEMALE,fake
Chinstrap,Dream,43.23228073120117,16.669170379638672,186.5033416748047,3373.5126953125,MALE,fake
Gentoo,Biscoe,40.05611038208008,13.797342300415039,195.5784912109375,3823.912109375,FEMALE,fake
Chinstrap,Dream,40.60734558105469,15.826115608215332,182.13401794433594,3168.085693359375,FEMALE,fake
Gentoo,Biscoe,41.76371765136719,14.703142166137695,200.53993225097656,4239.626953125,MALE,fake
Gentoo,Biscoe,40.03570556640625,13.786470413208008,195.45956420898438,3818.697509765625,FEMALE,fake
Chinstrap,Dream,40.597007751464844,15.824824333190918,182.13226318359375,3166.078857421875,FEMALE,fake
Adelie,Biscoe,37.227447509765625,16.372549057006836,183.25247192382812,3554.614501953125,MALE,fake
Adelie,Torgersen,35.90950393676758,15.443131446838379,180.61485290527344,3176.779296875,FEMALE,fake
Adelie,Biscoe,37.235679626464844,16.377500534057617,183.22930908203125,3555.629638671875,MALE,fake
Adelie,Dream,34.596500396728516,15.695623397827148,181.12533569335938,3088.344482421875,FEMALE,fake
Gentoo,Biscoe,40.025596618652344,13.787714004516602,195.48463439941406,3818.056640625,FEMALE,fake
Chinstrap,Dream,43.195255279541016,16.673019409179688,186.49136352539062,3377.96728515625,MALE,fake
